"MD_","type","ID","fname","圖徵NO","HYD類別","DataName","geometry","buildtime","releasetime","MataData_URL","MataData_XML","URL_data"
17,"SHP","MD_ID=17&type=SHP","RIVERLIN",1,"HRV_河川","河川(支流)","線","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=17&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=17&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVERLIN&filetype=SHP"
18,"SHP","MD_ID=18&type=SHP","RIVERPOLY",1,"HRV_河川","河川(河道)","面","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=18&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=18&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVERPOLY&filetype=SHP"
19,"SHP","MD_ID=19&type=SHP","BASIN",2,"HRV_河川流域","河川流域範圍圖","面","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=19&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=19&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=BASIN&filetype=SHP"
8,"SHP","MD_ID=8&type=SHP","RCROSPIL",3,"HRV_河川斷面樁","河川斷面樁位置圖","點","2021/04/06","2021/04/08","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=8&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=8&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RCROSPIL&filetype=SHP"
16,"SHP","MD_ID=16&type=SHP","rcrossec",4,"HRV_河川斷面線","河川斷面線位置圖","線","2021/04/06","2021/04/08","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=16&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=16&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=rcrossec&filetype=SHP"
5,"SHP","MD_ID=5&type=SHP","RIVQASTA_e",5,"HRV_河川流量測站","河川流量測站位置圖_現存站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=5&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=5&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVQASTA_e&filetype=SHP"
6,"SHP","MD_ID=6&type=SHP","RIVQASTA_a",5,"HRV_河川流量測站","河川流量測站位置圖_已廢站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=6&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=6&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVQASTA_a&filetype=SHP"
7,"SHP","MD_ID=7&type=SHP","RIVSESTA",6,"HRV_河川含沙量測站","含沙量測站位置圖","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=7&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=7&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVSESTA&filetype=SHP"
2,"SHP","MD_ID=2&type=SHP","RIVWLSTA_e",7,"HRV_河川水位測站","河川水位測站位置圖_現存站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=2&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=2&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVWLSTA_e&filetype=SHP"
3,"SHP","MD_ID=3&type=SHP","RIVWLSTA_a",7,"HRV_河川水位測站","河川水位測站位置圖_已廢站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=3&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=3&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVWLSTA_a&filetype=SHP"
679,"SHP119","MD_ID=679&type=SHP119","gwobwell_e_119",12,"HGW_地下水觀測井","地下水觀測井位置圖_現存站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=679&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=679&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwobwell_e_119&filetype=SHP119"
680,"SHP119","MD_ID=680&type=SHP119","gwobwell_a_119",12,"HGW_地下水觀測井","地下水觀測井位置圖_已廢站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=680&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=680&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwobwell_a_119&filetype=SHP119"
35,"SHP","MD_ID=35&type=SHP","gwobwell_e",12,"HGW_地下水觀測井","地下水觀測井位置圖_現存站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=35&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=35&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwobwell_e&filetype=SHP"
36,"SHP","MD_ID=36&type=SHP","gwobwell_a",12,"HGW_地下水觀測井","地下水觀測井位置圖_已廢站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=36&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=36&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwobwell_a&filetype=SHP"
682,"SHP119","MD_ID=682&type=SHP119","GWREGION_119",13,"HGW_地下水分區","地下水分區範圍圖","面","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=682&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=682&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=GWREGION_119&filetype=SHP119"
44,"SHP","MD_ID=44&type=SHP","GWREGION",13,"HGW_地下水分區","地下水分區範圍圖","面","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=44&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=44&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=GWREGION&filetype=SHP"
681,"SHP119","MD_ID=681&type=SHP119","gwconare2_119",14,"HGW_地下水管制區","地下水第二級管制區","面","2018/12/25","2020/07/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=681&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=681&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwconare2_119&filetype=SHP119"
42,"SHP","MD_ID=42&type=SHP","gwconare",14,"HGW_地下水管制區","地下水第一級管制區","面","2018/12/25","2020/07/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=42&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=42&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwconare&filetype=SHP"
43,"SHP","MD_ID=43&type=SHP","gwconare2",14,"HGW_地下水管制區","地下水第二級管制區","面","2018/12/25","2020/07/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=43&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=43&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=gwconare2&filetype=SHP"
38,"SHP","MD_ID=38&type=SHP","SWWRB",15,"HLS_地層下陷水準高程檢測點","地層下陷水準高程檢測點","點"," 2021/07/01","2021/07/07","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=38&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=38&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=SWWRB&filetype=SHP"
39,"SHP","MD_ID=39&type=SHP","subasta",16,"HLS_磁環分層式地層下陷監測井","磁環分層式地層下陷監測井","點"," 2021/07/01","2021/07/07","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=39&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=39&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=subasta&filetype=SHP"
37,"SHP","MD_ID=37&type=SHP","LASUBSTA",17,"HLS_地層下陷GPS監測站","地層下陷GPS監測站","點","2021/06/10","2021/07/02","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=37&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=37&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=LASUBSTA&filetype=SHP"
95,"SHP","MD_ID=95&type=SHP","WATRELIN",19,"HRA_水利署及所屬單位位置","水利署及所屬單位位置圖","點","2012/7/26","2012/07","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=95&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=95&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=WATRELIN&filetype=SHP"
101,"SHP","MD_ID=101&type=SHP","wratb",20,"HRA_水源特定區","台北水源特定區圖","面","2003/08/31","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=101&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=101&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=wratb&filetype=SHP"
103,"SHP","MD_ID=103&type=SHP","WEBREG",21,"HRA_水資源分區","水資源分區圖","面","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=103&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=103&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=WEBREG&filetype=SHP"
20,"SHP","MD_ID=20&type=SHP","RVB",22,"HRA_河川局管轄範圍","河川局管轄範圍圖","面","2003/08/31","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=20&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=20&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RVB&filetype=SHP"
114,"SHP","MD_ID=114&type=SHP","REGDL",23,"HDF_排水設施範圍","中央管排水設施範圍","面","2019/12/11","2020/05/22","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=114&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=114&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=REGDL&filetype=SHP"
685,"SHP119","MD_ID=685&type=SHP119","TWQPROT_119",27,"HSE_自來水水質水量保護區","自來水水質水量保護區圖","面","2019/12/26","2020/01/10","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=685&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=685&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT_119&filetype=SHP119"
98,"SHP","MD_ID=98&type=SHP","TWQPROT",27,"HSE_自來水水質水量保護區","自來水水質水量保護區圖","面","2021/03/26","2021/04/01","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=98&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=98&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT&filetype=SHP"
683,"SHP119","MD_ID=683&type=SHP119","SWRESOIR_119",28,"HRS_水庫","水庫堰壩位置圖","點","2020/05/12","2020/05/14","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=683&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=683&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=SWRESOIR_119&filetype=SHP119"
96,"SHP","MD_ID=96&type=SHP","SWRESOIR",28,"HRS_水庫","水庫堰壩位置圖","點","2020/05/12","2020/05/14","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=96&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=96&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=SWRESOIR&filetype=SHP"
688,"SHP119","MD_ID=688&type=SHP119","reservoir_119",29,"HRS_水庫集水區","水庫集水區","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=688&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=688&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir_119&filetype=SHP119"
104,"SHP","MD_ID=104&type=SHP","reservoir",29,"HRS_水庫集水區","水庫集水區","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=104&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=104&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir&filetype=SHP"
684,"SHP119","MD_ID=684&type=SHP119","ressub_119",30,"HRS_水庫蓄水範圍","水庫蓄水範圍","面","2020/03/31","2020/04/08","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=684&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=684&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=ressub_119&filetype=SHP119"
97,"SHP","MD_ID=97&type=SHP","ressub",30,"HRS_水庫蓄水範圍","水庫蓄水範圍","面","2020/03/31","2020/04/08","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=97&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=97&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=ressub&filetype=SHP"
107,"SHP","MD_ID=107&type=SHP","DIKEGATE",31,"HFP_水門","水門位置圖","點","2001","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=107&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=107&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=DIKEGATE&filetype=SHP"
108,"SHP","MD_ID=108&type=SHP","PUMP_DRAIN",32,"HFP_抽水站","抽水站位置圖","點","2001","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=108&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=108&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=PUMP_DRAIN&filetype=SHP"
110,"SHP","MD_ID=110&type=SHP","rivdike",33,"HFP_堤防或護岸","堤防或護岸位置圖","線","2000","2008","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=110&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=110&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=rivdike&filetype=SHP"
691,"SHP119","MD_ID=691&type=SHP119","coastdik_119",34,"HFP_海堤","一般性海堤區域","面","2021/01/27","2021/02/09","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=691&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=691&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=coastdik_119&filetype=SHP119"
113,"SHP","MD_ID=113&type=SHP","coastdik",34,"HFP_海堤","一般性海堤區域","面","2021/05/19","2021/05/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=113&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=113&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=coastdik&filetype=SHP"
111,"SHP","MD_ID=111&type=SHP","RIVERL",37,"HFP_河川區域線","中央管河川區域線","線","2021/05/19","2021/05/24","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=111&type=SHP","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=111&type=SHP","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=RIVERL&filetype=SHP"
674,"SHP119","MD_ID=674&type=SHP119","ppobsta_wra_e_119",,,"雨量站位置圖_水利署_現存站","點","2020/11/16","2021/01/19","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=674&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=674&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=ppobsta_wra_e_119&filetype=SHP119"
675,"SHP119","MD_ID=675&type=SHP119","hyctide_119",,,"近海水文潮位站位置圖","點","2019/11/08","2019/12/11","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=675&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=675&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=hyctide_119&filetype=SHP119"
676,"SHP119","MD_ID=676&type=SHP119","hycw_119",,,"近海水文氣象站位置圖","點","2019/11/08","2019/12/11","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=676&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=676&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=hycw_119&filetype=SHP119"
677,"SHP119","MD_ID=677&type=SHP119","hycbuoy_119",,,"近海水文資料浮標站位置圖","點","2019/11/08","2019/12/11","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=677&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=677&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=hycbuoy_119&filetype=SHP119"
686,"SHP119","MD_ID=686&type=SHP119","TWQPROT_insidearea_119",,,"自來水水質水量保護區圖：邊界向內鄰近0.5公里範圍","面","2019/12/26","2020/01/10","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=686&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=686&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT_insidearea_119&filetype=SHP119"
687,"SHP119","MD_ID=687&type=SHP119","TWQPROT_outsidearea_119",,,"自來水水質水量保護區圖：邊界向外鄰近0.5公里範圍","面","2019/12/26","2020/01/10","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=687&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=687&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=TWQPROT_outsidearea_119&filetype=SHP119"
689,"SHP119","MD_ID=689&type=SHP119","reservoir_insidearea_119",,,"水庫集水區敏感區範圍：邊界向內鄰近0.5公里範圍","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=689&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=689&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir_insidearea_119&filetype=SHP119"
690,"SHP119","MD_ID=690&type=SHP119","reservoir_outsidearea_119",,,"水庫集水區敏感區範圍：邊界向外鄰近0.5公里範圍","面","2020/09/18","2020/10/21","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=690&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=690&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=reservoir_outsidearea_119&filetype=SHP119"
692,"SHP119","MD_ID=692&type=SHP119","emframe_119",,,"一般性海堤圖框","面","2021/01/27","2021/02/09","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowDetail.aspx?MD_ID=692&type=SHP119","https://gic.wra.gov.tw/Gis/Gic/DataIndex/MetaData/ShowXML.aspx?MD_ID=692&type=SHP119","https://gic.wra.gov.tw/Gis/gic/API/Google/DownLoad.aspx?fname=emframe_119&filetype=SHP119"
